2023-09-01,45168,8644,244,3902515200,1693558800,
2023-09-02,45169,8645,245,3902601600,1693645200,
2023-09-03,45170,8646,246,3902688000,1693731600,
2023-09-04,45171,8647,247,3902774400,1693818000,
2023-09-05,45172,8648,248,3902860800,1693904400,
2023-09-06,45173,8649,249,3902947200,1693990800,
2023-09-07,45174,8650,250,3903033600,1694077200,
2023-09-08,45175,8651,251,3903120000,1694163600,
2023-09-09,45176,8652,252,3903206400,1694250000,
2023-09-10,45177,8653,253,3903292800,1694336400,
2023-09-11,45178,8654,254,3903379200,1694422800,
2023-09-12,45179,8655,255,3903465600,1694509200,
2023-09-13,45180,8656,256,3903552000,1694595600,
2023-09-14,45181,8657,257,3903638400,1694682000,
2023-09-15,45182,8658,258,3903724800,1694768400,
2023-09-16,45183,8659,259,3903811200,1694854800,
2023-09-17,45184,8660,260,3903897600,1694941200,
2023-09-18,45185,8661,261,3903984000,1695027600,
2023-09-19,45186,8662,262,3904070400,1695114000,
2023-09-20,45187,8663,263,3904156800,1695200400,
2023-09-21,45188,8664,264,3904243200,1695286800,
2023-09-22,45189,8665,265,3904329600,1695373200,
2023-09-23,45190,8666,266,3904416000,1695459600,
2023-09-24,45191,8667,267,3904502400,1695546000,
2023-09-25,45192,8668,268,3904588800,1695632400,
2023-09-26,45193,8669,269,3904675200,1695718800,
2023-09-27,45194,8670,270,3904761600,1695805200,
2023-09-28,45195,8671,271,3904848000,1695891600,
2023-09-29,45196,8672,272,3904934400,1695978000,
2023-09-30,45197,8673,273,3905020800,1696064400,
